overall size rank	monthly unique devices	mobile unique devices	monthly pageviews	mobile web pageviews	mobile app pageviews	unique devices per editor	monthly editors	majority mobile editors	monthly active editors	monthly active administrators	monthly new active editors	second month new editor retention	bot edits	monthly nonbot edits	mobile edits	visual edits	anonymous edits	revert rate	edits Gini coefficient	content pages	all time content edits	all time edits per content page	script direction	database code	project code	language code	language name	domain name	wiki name
85	1006877.1667	0.7219	3043966.5000	0.6155	0.0041	5696.6176	176.7500	0.1968	36.2500	8.7500	5.4167	0.0376	0.0515	7361.0000	0.0434	0.0624	0.0728	0.0343	0.9661	115077	1188233	10.3255	left-to-right	afwiki	wikipedia	af	Afrikaans	af.wikipedia.org	Afrikaans Wikipedia
86	718954.0000	0.8063	2265499.2500	0.7852	0.0034	4484.1206	160.3333	0.3034	49.6667	7.5833	17.5000	0.0503	0.1607	3793.7500	0.0603	0.1436	0.0351	0.0350	0.9191	79357	447701	5.6416	left-to-right	swwiki	wikipedia	sw	Swahili	sw.wikipedia.org	Swahili Wikipedia
87	1235507.6667	0.6498	3541993.6667	0.5670	0.0000	15144.1185	81.5833	0.1988	25.9167	5.5833	2.0000	0.0400	0.0002	10884.5833	0.3292	0.0019	0.0347	0.0150	0.9754	376669	863033	2.2912	left-to-right	jawiktionary	wiktionary	ja	Japanese	ja.wiktionary.org	Japanese Wiktionary
88	1510492.5833	0.5535	3536484.6667	0.6167	0.0000	21944.2022	68.8333	0.2165	16.4167	5.1667	0.9167	0.0179	0.6053	18526.0000	0.0065	0.0007	0.0716	0.0077	0.9870	1549457	1212631	0.7826	left-to-right	zhwiktionary	wiktionary	zh	Chinese	zh.wiktionary.org	Chinese Wiktionary
89	735841.4167	0.7398	1913058.5833	0.5501	0.0013	5080.6082	144.8333	0.1187	31.9167	5.2500	3.0833	0.0645	0.0428	10428.0833	0.0276	0.0071	0.0269	0.0119	0.9814	6121582	399784	0.0653	left-to-right	cebwiki	wikipedia	ceb	Cebuano	ceb.wikipedia.org	Cebuano Wikipedia
90	651924.1667	0.6954	1330017.0833	0.6282	0.0000	5777.7622	112.8333	0.0928	31.2500	5.0000	2.2500	0.0698	0.0028	6312.8333	0.0603	0.0495	0.0821	0.0137	0.9639	20283	1109898	54.7206	left-to-right	dewikivoyage	wikivoyage	de	German	de.wikivoyage.org	German Wikivoyage
91	696313.5000	0.6006	1542366.2500	0.4375	0.0037	5422.2985	128.4167	0.1024	27.8333	3.4167	1.7500	0.0120	0.0352	5725.2500	0.0281	0.0568	0.0477	0.0329	0.9694	168823	1270633	7.5264	left-to-right	nnwiki	wikipedia	nn	Norwegian Nynorsk	nn.wikipedia.org	Norwegian Nynorsk Wikipedia
92	640672.0000	0.7239	1732647.3333	0.6805	0.0000	5707.5457	112.2500	0.1667	28.5000	6.1667	2.3333	0.0182	0.0174	4880.0833	0.0514	0.0284	0.1199	0.0402	0.9617	50039	904038	18.0667	left-to-right	itwikiquote	wikiquote	it	Italian	it.wikiquote.org	Italian Wikiquote
93	988715.4167	0.5905	2839911.7500	0.5753	0.0000	13081.1301	75.5833	0.0509	18.2500	3.9167	1.6667	0.0105	0.1242	9961.5000	0.0040	0.0006	0.0155	0.0122	0.9852	893294	1902917	2.1302	left-to-right	nlwiktionary	wiktionary	nl	Dutch	nl.wiktionary.org	Dutch Wiktionary
94	1337138.5000	0.8817	5512513.2500	0.9183	0.0000	22410.1425	59.6667	0.3965	13.4167	6.0000	1.6667	0.0131	0.0151	1712.6667	0.3289	0.0117	0.1272	0.1104	0.9372	160514	239568	1.4925	left-to-right	idwiktionary	wiktionary	id	Indonesian	id.wiktionary.org	Indonesian Wiktionary
95	411912.3333	0.6013	2437592.6667	0.5073	0.0000	5309.2889	77.5833	0.0556	42.5000	5.5000	2.8333	0.0508	0.1785	13011.8333	0.0018	0.0009	0.0007	0.0041	0.9466	195893	1602269	8.1793	left-to-right	itwikisource	wikisource	it	Italian	it.wikisource.org	Italian Wikisource
96	593918.5833	0.8389	2917912.0000	0.7817	0.0458	4301.1605	138.0833	0.4587	29.0833	4.3333	5.6667	0.0568	0.2970	2527.6667	0.3143	0.1917	0.2411	0.0865	0.9288	107477	369762	3.4404	left-to-right	mywiki	wikipedia	my	Burmese	my.wikipedia.org	Burmese Wikipedia
97	354558.0000	0.4560	1078493.8333	0.4012	0.0000	3021.8011	117.3333	0.0191	47.9167	5.8333	0.9167	0.0580	0.2944	8080.2500	0.0226	0.0002	0.0143	0.0073	0.9493	558439	2209085	3.9558	left-to-right	dewikisource	wikisource	de	German	de.wikisource.org	German Wikisource
98	758813.0833	0.7279	1907215.3333	0.7179	0.0000	10931.2809	69.4167	0.1888	22.0000	3.2500	1.3333	0.0392	0.0187	1280.9167	0.0802	0.0103	0.1310	0.0590	0.9182	16620	321728	19.3579	left-to-right	ruwikiquote	wikiquote	ru	Russian	ru.wikiquote.org	Russian Wikiquote
99	384719.9167	0.7639	1269707.5833	0.6344	0.0126	2665.4960	144.3333	0.4718	43.3333	5.5000	7.2500	0.0557	0.5360	5982.5833	0.2263	0.1182	0.0434	0.0344	0.9548	53954	407343	7.5498	right-to-left	ckbwiki	wikipedia	ckb	Central Kurdish	ckb.wikipedia.org	Central Kurdish Wikipedia
100	543677.6667	0.6799	2982733.9167	0.5405	0.0000	6149.0405	88.4167	0.1499	30.5833	6.0833	1.0833	0.1531	0.5526	5176.4167	0.0372	0.0206	0.0344	0.0341	0.9453	242512	546828	2.2548	right-to-left	hewikisource	wikisource	he	Hebrew	he.wikisource.org	Hebrew Wikisource
101	794912.3333	0.6572	2339350.5833	0.5951	0.0000	11604.5596	68.5000	0.1537	20.2500	3.9167	1.5000	0.0000	0.9229	3252.0000	0.0426	0.0049	0.0299	0.0224	0.9597	1495984	619035	0.4138	left-to-right	ruwikinews	wikinews	ru	Russian	ru.wikinews.org	Russian Wikinews
102	220692.1667	0.7255	609620.3333	0.6521	0.0025	1239.8436	178.0000	0.2680	71.0000	7.0000	13.5000	0.0864	0.0746	12016.2500	0.0812	0.3092	0.0123	0.0093	0.9499	40973	298134	7.2764	left-to-right	hawiki	wikipedia	ha	Hausa	ha.wikipedia.org	Hausa Wikipedia
103	386531.5000	0.6790	1145082.0000	0.5489	0.0000	3774.1074	102.4167	0.1095	39.5833	3.5000	4.2500	0.0260	0.0113	6018.1667	0.2767	0.0020	0.0174	0.0198	0.9237	80782	554062	6.8587	left-to-right	sourceswiki	sources	en	English	wikisource.org	Multilingual Wikisource
104	548640.1667	0.6044	1849998.5000	0.6291	0.0000	8528.0855	64.3333	0.1507	26.7500	2.0833	0.4167	0.0323	0.0498	3570.0000	0.0398	0.0049	0.0552	0.0468	0.9412	147753	460906	3.1194	left-to-right	cswiktionary	wiktionary	cs	Czech	cs.wiktionary.org	Czech Wiktionary
105	438818.3333	0.5835	1428179.4167	0.4166	0.0064	3208.9092	136.7500	0.1333	32.4167	4.5833	3.9167	0.0837	0.1966	3565.0833	0.0862	0.1315	0.1616	0.0401	0.9484	58056	709404	12.2193	left-to-right	iswiki	wikipedia	is	Icelandic	is.wikipedia.org	Icelandic Wikipedia
106	636851.0000	0.8548	3325814.5833	0.8365	0.0020	7521.8622	84.6667	0.2744	22.0833	3.5000	6.0000	0.0402	0.1766	1982.5833	0.3656	0.2205	0.1274	0.0676	0.9273	79105	236799	2.9935	left-to-right	kywiki	wikipedia	ky	Kyrgyz	ky.wikipedia.org	Kyrgyz Wikipedia
107	407359.5833	0.5260	1034609.3333	0.3594	0.0059	3466.8901	117.5000	0.1462	33.9167	3.2500	2.5000	0.2245	0.1270	8508.6667	0.1035	0.0608	0.0382	0.0125	0.9755	85780	859712	10.0223	left-to-right	be_x_oldwiki	wikipedia	be-tarask	Belarusian (Taraškievica orthography)	be-tarask.wikipedia.org	Belarusian (Taraškievica) Wikipedia
108	576330.4167	0.5076	1641195.5833	0.5208	0.0000	8165.2479	70.5833	0.0790	23.8333	2.2500	1.5000	0.1400	0.0059	1231.5000	0.0895	0.0519	0.1651	0.0298	0.9001	31325	684273	21.8443	left-to-right	dewikibooks	wikibooks	de	German	de.wikibooks.org	German Wikibooks
109	969812.3333	0.7186	3275536.0000	0.7620	0.0000	18620.3968	52.0833	0.2219	13.9167	3.2500	0.8333	0.0175	0.0300	3911.5000	0.0206	0.0031	0.0868	0.0243	0.9762	567319	1037224	1.8283	left-to-right	itwiktionary	wiktionary	it	Italian	it.wiktionary.org	Italian Wiktionary
110	519311.9167	0.7472	2240439.1667	0.7039	0.0073	4667.9723	111.2500	0.1820	25.1667	4.5000	6.9167	0.0308	0.4477	2036.0833	0.1731	0.3266	0.2614	0.0707	0.9251	23163	341050	14.7239	left-to-right	mnwiki	wikipedia	mn	Mongolian	mn.wikipedia.org	Mongolian Wikipedia
111	421791.2500	0.5887	1152191.7500	0.3333	0.0121	3095.7156	136.2500	0.1979	30.0833	3.5833	3.4167	0.0217	0.1551	4863.6667	0.0745	0.0511	0.0717	0.0320	0.9604	138846	1637586	11.7943	left-to-right	lawiki	wikipedia	la	Latin	la.wikipedia.org	Latin Wikipedia
112	967285.3333	0.7149	2513619.4167	0.7063	0.0000	18691.5040	51.7500	0.1938	13.0000	4.7500	0.9167	0.0157	0.0020	4709.3333	0.1121	0.0044	0.0608	0.0409	0.9756	265987	360464	1.3552	left-to-right	viwiktionary	wiktionary	vi	Vietnamese	vi.wiktionary.org	Vietnamese Wiktionary
113	382502.4167	0.9011	1432942.5000	0.8383	0.0058	3420.2899	111.8333	0.4857	32.5000	4.9167	3.8333	0.0125	0.1854	4104.2500	0.3164	0.0619	0.0522	0.0396	0.9456	12854	219475	17.0745	left-to-right	aswiki	wikipedia	as	Assamese	as.wikipedia.org	Assamese Wikipedia
114	328989.3333	0.5881	1182974.4167	0.5900	0.0000	6158.9267	53.4167	0.0571	34.2500	4.7500	0.6667	0.1538	0.1857	13628.8333	0.0030	0.0000	0.0039	0.0036	0.9273	1127139	2480394	2.2006	left-to-right	plwikisource	wikisource	pl	Polish	pl.wikisource.org	Polish Wikisource
115	669676.1667	0.5856	1616844.0833	0.4983	0.0000	11038.6181	60.6667	0.1750	16.7500	5.8333	2.6667	0.0314	0.0011	1663.0833	0.0490	0.1378	0.0901	0.0580	0.9404	14358	187478	13.0574	left-to-right	jawikibooks	wikibooks	ja	Japanese	ja.wikibooks.org	Japanese Wikibooks
116	598406.8333	0.6692	1955045.7500	0.7171	0.0000	10057.2577	59.5000	0.2785	17.2500	5.3333	2.0000	0.0111	0.8526	5015.8333	0.0976	0.0049	0.0669	0.0331	0.9692	487573	906452	1.8591	left-to-right	ptwiktionary	wiktionary	pt	Portuguese	pt.wiktionary.org	Portuguese Wiktionary
117	649158.8333	0.6076	1475677.4167	0.4287	0.0025	6400.9088	101.4167	0.1517	15.5000	5.0000	1.2500	0.0000	0.7355	4725.0833	0.0374	0.0190	0.0466	0.0326	0.9761	134065	911713	6.8005	left-to-right	astwiki	wikipedia	ast	Asturian	ast.wikipedia.org	Asturian Wikipedia
118	474575.7500	0.6496	1601278.3333	0.5688	0.0000	8474.5670	56.0000	0.1259	21.1667	3.6667	0.9167	0.0250	0.0591	9142.0000	0.0066	0.0004	0.0527	0.0110	0.9641	921365	1556899	1.6898	left-to-right	svwiktionary	wiktionary	sv	Swedish	sv.wiktionary.org	Swedish Wiktionary
119	568141.5833	0.8645	1861563.1667	0.8168	0.0042	9213.1068	61.6667	0.3763	17.3333	6.1667	5.1667	0.0435	0.0747	1014.1667	0.5164	0.2371	0.2488	0.1378	0.8843	10396	163126	15.6912	left-to-right	kmwiki	wikipedia	km	Khmer	km.wikipedia.org	Khmer Wikipedia
120	400263.0000	0.6006	1027783.5833	0.3420	0.0038	3746.6115	106.8333	0.1497	24.3333	4.5833	2.0833	0.0000	0.8523	7931.7500	0.0180	0.0432	0.0273	0.0103	0.9806	280376	891261	3.1788	left-to-right	cywiki	wikipedia	cy	Welsh	cy.wikipedia.org	Welsh Wikipedia
121	1405749.0000	0.3234	4018134.2500	0.3654	0.0000	12467.8404	112.7500	0.1577	6.8333	10.0833	0.4167	0.0000	0.2339	9555.4167	0.0087	0.0009	0.0000	0.0157	0.9571	22	45803	2081.9545	left-to-right	foundationwiki	foundation	en	English	foundation.wikimedia.org	Wikimedia Foundation Governance
122	575935.4167	0.6454	2032202.9167	0.6137	0.0000	11733.8285	49.0833	0.1929	16.0833	3.5000	1.1667	0.0833	0.2074	7960.2500	0.0131	0.0011	0.3774	0.0115	0.9814	480001	1454983	3.0312	left-to-right	fiwiktionary	wiktionary	fi	Finnish	fi.wiktionary.org	Finnish Wiktionary
123	288540.5000	0.8088	890029.2500	0.6683	0.0073	2419.6268	119.2500	0.3148	29.3333	5.7500	3.3333	0.1031	0.1197	7098.5000	0.1132	0.1409	0.0320	0.0264	0.9705	52263	388546	7.4344	left-to-right	pawiki	wikipedia	pa	Punjabi	pa.wikipedia.org	Punjabi Wikipedia
124	536259.3333	0.8082	2175483.5000	0.7762	0.0063	7118.4867	75.3333	0.3748	15.0000	5.3333	2.5000	0.0222	0.0702	6127.5000	0.0530	0.1769	0.0970	0.0307	0.9805	20374	345511	16.9584	left-to-right	siwiki	wikipedia	si	Sinhala	si.wikipedia.org	Sinhala Wikipedia
125	285063.3333	0.5312	734570.9167	0.3027	0.0016	3152.7742	90.4167	0.1602	28.0833	4.2500	1.6667	0.1333	0.0530	4575.0833	0.0659	0.1229	0.0869	0.0268	0.9578	89413	800490	8.9527	left-to-right	ocwiki	wikipedia	oc	Occitan	oc.wikipedia.org	Occitan Wikipedia
126	313410.9167	0.7815	1149368.1667	0.7088	0.0063	3075.1684	101.9167	0.3571	25.2500	5.1667	4.6667	0.0303	0.2679	3830.6667	0.1649	0.1043	0.1449	0.0350	0.9570	32924	456305	13.8593	left-to-right	newiki	wikipedia	ne	Nepali	ne.wikipedia.org	Nepali Wikipedia
127	1107209.7500	0.8981	3661993.9167	0.9014	0.0000	25849.2549	42.8333	0.3523	7.0833	4.8333	0.7500	0.0484	0.7129	1661.5000	0.0634	0.0104	0.1564	0.0316	0.9510	84104	134084	1.5943	right-to-left	arwikisource	wikisource	ar	Arabic	ar.wikisource.org	Arabic Wikisource
128	187737.9167	0.3928	414705.0000	0.4991	0.0000	1979.6617	94.8333	0.3497	40.6667	3.0000	8.0000	0.1346	0.0073	2070.4167	0.3552	0.0992	0.2481	0.0983	0.8848	6274	146210	23.3041	left-to-right	zhwikiversity	wikiversity	zh	Chinese	zh.wikiversity.org	Chinese Wikiversity
129	227347.4167	0.7354	617630.3333	0.6468	0.0000	3096.6731	73.4167	0.1261	33.0000	2.4167	1.1667	0.0172	0.0663	6961.0833	0.0096	0.0008	0.0471	0.0148	0.9516	6675	493660	73.9566	left-to-right	ruwikivoyage	wikivoyage	ru	Russian	ru.wikivoyage.org	Russian Wikivoyage
130	202582.0833	0.9014	642804.3333	0.8222	0.0000	3008.6448	67.3333	0.2249	34.9167	3.4167	9.1667	0.0388	0.0096	4803.5833	0.0306	0.0002	0.0116	0.0084	0.9221	23283	569117	24.4435	left-to-right	tawikisource	wikisource	ta	Tamil	ta.wikisource.org	Tamil Wikisource
131	589043.6667	0.8014	2715948.2500	0.8662	0.0000	12969.7688	45.4167	0.2821	12.0000	2.8333	1.0000	0.0270	0.0071	5328.0833	0.2024	0.0045	0.4241	0.0217	0.9798	363128	2316603	6.3796	left-to-right	trwiktionary	wiktionary	tr	Turkish	tr.wiktionary.org	Turkish Wiktionary
132	550440.4167	0.9036	1656895.5000	0.8603	0.0077	7609.7753	72.3333	0.4191	12.6667	3.8333	3.0833	0.0305	0.1432	1547.5833	0.2049	0.1425	0.1660	0.1526	0.9353	30371	265327	8.7362	left-to-right	guwiki	wikipedia	gu	Gujarati	gu.wikipedia.org	Gujarati Wikipedia
133	276480.2500	0.6381	799212.6667	0.6056	0.0000	3871.3687	71.4167	0.1143	23.5833	3.2500	7.0833	0.0400	0.0001	1683.4167	0.1615	0.0160	0.1113	0.1433	0.9152	25901	451578	17.4348	left-to-right	plwikiquote	wikiquote	pl	Polish	pl.wikiquote.org	Polish Wikiquote
134	358278.1667	0.7629	942997.5000	0.4547	0.0025	3564.9569	100.5000	0.1877	17.5833	2.8333	2.0000	0.0000	0.2902	1077.5833	0.1496	0.0810	0.0709	0.0464	0.8958	243401	272208	1.1184	right-to-left	azbwiki	wikipedia	azb	South Azerbaijani	azb.wikipedia.org	South Azerbaijani Wikipedia
135	284216.9167	0.5904	740301.5833	0.3347	0.0020	3498.0544	81.2500	0.1377	22.0000	3.5833	1.5000	0.1905	0.0514	3761.8333	0.0319	0.0641	0.1573	0.0123	0.9619	86015	881554	10.2488	left-to-right	brwiki	wikipedia	br	Breton	br.wikipedia.org	Breton Wikipedia
136	170226.5833	0.7715	450216.8333	0.7592	0.0000	2628.9820	64.7500	0.0892	35.3333	4.0833	7.3333	0.0259	0.0003	3674.7500	0.0545	0.0011	0.0091	0.0071	0.9079	8158	120947	14.8256	left-to-right	idwikisource	wikisource	id	Indonesian	id.wikisource.org	Indonesian Wikisource
137	387597.3333	0.4268	814088.7500	0.2810	0.0009	5083.2437	76.2500	0.1473	14.9167	5.0833	1.0000	0.0000	0.3410	2188.5000	0.0502	0.0218	0.0930	0.0467	0.9556	433002	237152	0.5477	left-to-right	zh_min_nanwiki	wikipedia	nan	Minnan	zh-min-nan.wikipedia.org	Min Nan Wikipedia
138	276118.8333	0.6775	757022.5000	0.3600	0.0027	3536.2070	78.0833	0.1673	19.0000	5.2500	1.8333	0.0444	0.9114	2836.7500	0.0372	0.1524	0.0707	0.0354	0.9541	501019	474529	0.9471	left-to-right	ttwiki	wikipedia	tt	Tatar	tt.wikipedia.org	Tatar Wikipedia
139	431121.0833	0.7641	1449105.6667	0.7790	0.0000	12288.4869	35.0833	0.2475	11.6667	2.8333	1.0000	0.0690	0.8755	3002.5000	0.0277	0.0080	0.0397	0.0308	0.9679	222534	411912	1.8510	left-to-right	thwiktionary	wiktionary	th	Thai	th.wiktionary.org	Thai Wiktionary
140	287333.1667	0.7887	978977.4167	0.6226	0.0055	3981.5219	72.1667	0.2348	17.0833	4.6667	3.2500	0.0217	0.2473	3309.9167	0.1687	0.1661	0.0559	0.0261	0.9608	111834	534001	4.7749	left-to-right	tgwiki	wikipedia	tg	Tajik	tg.wikipedia.org	Tajik Wikipedia
141	230322.9167	0.7779	687720.7500	0.8255	0.0000	3007.4810	76.5833	0.1757	21.0833	4.7500	8.8333	0.0445	0.0014	1058.9167	0.0708	0.3219	0.0279	0.0140	0.8399	5082	66607	13.1065	left-to-right	idwikibooks	wikibooks	id	Indonesian	id.wikibooks.org	Indonesian Wikibooks
142	314285.9167	0.4795	718640.1667	0.3347	0.0054	4148.9890	75.7500	0.1541	14.8333	2.9167	1.5000	0.0588	0.0120	1342.6667	0.0524	0.0388	0.0697	0.0605	0.9348	30269	523153	17.2835	left-to-right	alswiki	wikipedia	gsw	Alemannic	als.wikipedia.org	Alemannisch Wikipedia
143	238903.8333	0.5280	604556.2500	0.3176	0.0080	3483.4095	68.5833	0.1114	19.3333	3.0000	1.1667	0.0930	0.4080	3965.0000	0.0223	0.1140	0.1227	0.0152	0.9685	63142	886071	14.0330	left-to-right	lbwiki	wikipedia	lb	Luxembourgish	lb.wikipedia.org	Luxembourgish Wikipedia
144	229688.0000	0.4228	996977.7500	0.3738	0.0000	1384.3576	165.9167	0.1790	19.8333	4.6667	5.9167	0.0171	0.0848	4624.0000	0.0513	0.0063	0.1004	0.0934	0.9448	21969	722581	32.8909	left-to-right	enwikinews	wikinews	en	English	en.wikinews.org	English Wikinews
145	331489.0000	0.4894	721649.8333	0.3510	0.0031	4652.4772	71.2500	0.1920	13.4167	3.5000	1.8333	0.0000	0.2507	835.9167	0.1932	0.1360	0.2612	0.1915	0.9018	34942	334012	9.5590	left-to-right	scowiki	wikipedia	sco	Scots	sco.wikipedia.org	Scots Wikipedia
146	169116.4167	0.7254	723403.2500	0.5584	0.0000	3836.2892	44.0833	0.0538	25.9167	2.1667	1.2500	0.2000	0.3898	6087.4167	0.0091	0.0007	0.0108	0.0049	0.9427	204420	441681	2.1607	left-to-right	ukwikisource	wikisource	uk	Ukrainian	uk.wikisource.org	Ukrainian Wikisource
147	255693.8333	0.6166	612764.2500	0.4715	0.0021	2916.6597	87.6667	0.1952	17.0000	3.2500	3.4167	0.0137	0.6146	1579.8333	0.1494	0.2030	0.1399	0.0515	0.9173	72975	474319	6.4997	left-to-right	jvwiki	wikipedia	jv	Javanese	jv.wikipedia.org	Javanese Wikipedia
148	225277.6667	0.6116	638877.0000	0.3210	0.0030	2941.6017	76.5833	0.1173	18.9167	3.6667	1.4167	0.1359	0.5411	2757.1667	0.0248	0.1860	0.0384	0.0174	0.9595	59739	511140	8.5562	left-to-right	gawiki	wikipedia	ga	Irish	ga.wikipedia.org	Irish Wikipedia
149	244214.4167	0.5145	644464.5833	0.4553	0.0000	4387.0853	55.6667	0.1834	17.3333	3.3333	1.6667	0.1296	0.4453	1530.0000	0.1264	0.1742	0.0463	0.0275	0.9069	16606	430016	25.8952	left-to-right	frwikiversity	wikiversity	fr	French	fr.wikiversity.org	French Wikiversity
150	376200.7500	0.6476	1215378.7500	0.6749	0.0000	10672.3617	35.2500	0.1387	10.9167	5.2500	0.5833	0.0000	0.7798	2428.4167	0.0171	0.0027	0.0303	0.0266	0.9625	82789	740698	8.9468	left-to-right	eswikisource	wikisource	es	Spanish	es.wikisource.org	Spanish Wikisource
151	245001.3333	0.5326	610984.0000	0.3175	0.0020	3647.6625	67.1667	0.1045	16.5000	4.0000	1.8333	0.1111	0.0068	3164.0833	0.0102	0.0411	0.0410	0.0266	0.9683	53211	580475	10.9089	left-to-right	fywiki	wikipedia	fy	Western Frisian	fy.wikipedia.org	Western Frisian Wikipedia
152	130994.5000	0.7512	1057711.5833	0.8105	0.0002	1599.1190	81.9167	0.1158	30.8333	3.5833	7.7500	0.0870	0.2665	2405.0833	0.1007	0.3228	0.0381	0.0184	0.9096	25524	80094	3.1380	left-to-right	igwiki	wikipedia	ig	Igbo	ig.wikipedia.org	Igbo Wikipedia
153	181737.8333	0.6146	601873.5000	0.3950	0.0073	2019.3093	90.0000	0.3120	22.0833	3.6667	3.0833	0.0471	0.7874	5864.5833	0.6669	0.2203	0.0316	0.0313	0.9724	75394	497132	6.5938	left-to-right	kuwiki	wikipedia	ku	Kurdish	ku.wikipedia.org	Kurdish Wikipedia
154	531949.2500	0.5690	1534596.5833	0.5641	0.0000	20200.6044	26.3333	0.1934	7.2500	3.7500	1.0833	0.0000	0.0012	475.8333	0.2487	0.0228	0.2478	0.1198	0.9085	299266	862780	2.8830	left-to-right	kowiktionary	wiktionary	ko	Korean	ko.wiktionary.org	Korean Wiktionary
155	354600.0000	0.5093	803899.0000	0.3038	0.0007	6239.2962	56.8333	0.0954	10.7500	3.4167	0.8333	0.0400	0.0985	97922.7500	0.0002	0.0005	0.0014	0.0008	0.9969	1266414	1523903	1.2033	left-to-right	warwiki	wikipedia	war	Waray	war.wikipedia.org	Waray Wikipedia
156	269605.4167	0.7909	767244.7500	0.8000	0.0000	5746.4742	46.9167	0.2620	13.5000	4.5833	3.0833	0.0986	0.0231	1294.6667	0.0550	0.1704	0.0754	0.1186	0.9170	5721	138190	24.1549	left-to-right	trwikiquote	wikiquote	tr	Turkish	tr.wikiquote.org	Turkish Wikiquote
157	246536.5000	0.6332	569969.5000	0.6163	0.0000	3897.8103	63.2500	0.0853	14.6667	2.5000	1.3333	0.1441	0.0575	3525.8333	0.1409	0.0450	0.0714	0.1553	0.9526	11851	449475	37.9272	left-to-right	itwikivoyage	wikivoyage	it	Italian	it.wikivoyage.org	Italian Wikivoyage
158	390342.9167	0.8591	935302.0000	0.7789	0.0016	7616.4472	51.2500	0.3130	9.2500	3.0833	1.7500	0.1000	0.2760	1115.7500	0.1515	0.0530	0.0792	0.0645	0.9385	8654	81039	9.3643	left-to-right	bhwiki	wikipedia	bh	Bhojpuri	bh.wikipedia.org	Bhojpuri Wikipedia
159	310415.6667	0.7281	888870.6667	0.6411	0.0000	6923.7695	44.8333	0.2209	11.0000	2.4167	0.4167	0.1000	0.0000	3089.8333	0.5947	0.0323	0.1151	0.0574	0.9711	24832	339444	13.6696	right-to-left	hewiktionary	wiktionary	he	Hebrew	he.wiktionary.org	Hebrew Wiktionary
160	406677.0000	0.6569	1263850.9167	0.7456	0.0000	15591.4505	26.0833	0.2427	8.3333	3.7500	2.2500	0.0172	0.0007	2024.3333	0.1295	0.0084	0.0058	0.0242	0.9651	43935	181787	4.1376	left-to-right	simplewiktionary	wiktionary	simple	Simple English	simple.wiktionary.org	Simple English Wiktionary
161	163993.8333	0.6618	494815.4167	0.3466	0.0029	2269.8108	72.2500	0.1452	20.5000	3.9167	1.5833	0.2000	0.1548	3919.8333	0.0324	0.0303	0.0187	0.0170	0.9610	63541	555246	8.7384	left-to-right	bawiki	wikipedia	ba	Bashkir	ba.wikipedia.org	Bashkir Wikipedia
162	410654.0000	0.9014	1402380.2500	0.8721	0.0000	12475.5646	32.9167	0.2067	7.9167	4.5833	0.5833	0.0000	0.0504	811.0833	0.1296	0.0476	0.1382	0.0533	0.9350	408189	417684	1.0233	left-to-right	tawiktionary	wiktionary	ta	Tamil	ta.wiktionary.org	Tamil Wiktionary
163	301296.6667	0.6368	756501.7500	0.4109	0.0033	4973.2600	60.5833	0.1582	10.2500	3.1667	0.5000	0.0000	0.5268	7938.0000	0.0104	0.0265	0.0122	0.0118	0.9880	45458	547033	12.0338	left-to-right	anwiki	wikipedia	an	Aragonese	an.wikipedia.org	Aragonese Wikipedia
164	274857.0000	0.3985	702894.3333	0.3940	0.0000	6987.8898	39.3333	0.0711	11.1667	2.2500	0.6667	0.0238	0.0017	1744.5000	0.0205	0.1036	0.0311	0.0234	0.9580	19885	469219	23.5966	left-to-right	frwikibooks	wikibooks	fr	French	fr.wikibooks.org	French Wikibooks
165	300305.1667	0.3903	666907.5000	0.4938	0.0012	7602.6624	39.5000	0.1408	10.1667	3.5000	0.7500	0.1111	0.1563	1770.0000	0.5078	0.0798	0.0241	0.0149	0.9619	16621	114137	6.8670	left-to-right	bclwiki	wikipedia	bcl	Central Bikol	bcl.wikipedia.org	Bikol Central Wikipedia
166	209875.7500	0.7601	735861.6667	0.7360	0.0032	2770.6370	75.7500	0.5149	14.4167	5.0000	3.4167	0.0270	0.0488	1112.1667	0.3657	0.1935	0.5819	0.0642	0.9105	7943	146040	18.3860	left-to-right	sowiki	wikipedia	so	Somali	so.wikipedia.org	Somali Wikipedia
167	179864.1667	0.5703	448562.5000	0.5590	0.0000	3245.6692	55.4167	0.1769	15.3333	4.4167	1.9167	0.0741	0.0146	1025.8333	0.0825	0.0248	0.1626	0.0212	0.9092	17110	248144	14.5029	left-to-right	itwikibooks	wikibooks	it	Italian	it.wikibooks.org	Italian Wikibooks
168	96565.6667	0.7359	269139.5000	0.7391	0.0000	1881.1494	51.3333	0.2747	28.3333	1.0000	15.0833	0.0127	0.0010	2019.3333	0.0763	0.1441	0.0187	0.0122	0.8594	22524	64529	2.8649	left-to-right	mswiktionary	wiktionary	ms	Malay	ms.wiktionary.org	Malay Wiktionary
169	141570.8333	0.5076	347833.6667	0.4253	0.0007	2531.8182	55.9167	0.1587	18.5833	3.7500	5.3333	0.0137	0.9385	3322.7500	0.0696	0.1223	0.0560	0.0110	0.9571	227438	436259	1.9181	left-to-right	minwiki	wikipedia	min	Minangkabau	min.wikipedia.org	Minangkabau Wikipedia
