overall size rank,monthly unique devices,mobile unique devices,monthly pageviews,mobile web pageviews,mobile app pageviews,unique devices per editor,monthly editors,monthly active editors,monthly active administrators,majority mobile editors,monthly new active editors,second month new editor retention,monthly nonbot edits,bot edits,mobile edits,visual edits,anonymous edits,revert rate,edits Gini coefficient,monthly structured discussions messages,content pages,cumulative content edits,edits per content page,script direction,database code,project code,language code,language name,domain name,wiki name
82,937743.6667,0.6608,2228262.5000,0.5714,0.0000,10840.9672,86.5000,35.1667,3.2500,0.1255,1.8333,0.0652,8053.5000,0.4004,0.0067,0.0028,0.0000,0.0091,0.9580,0.0000,548108,1451545,2.6483,left-to-right,ruwikisource,wikisource,ru,Russian,ru.wikisource.org,Russian Wikisource
83,782813.5000,0.0757,3435814.4167,0.0356,0.0009,4857.1675,161.1667,36.8333,5.0833,0.1012,3.5000,0.0769,6066.4167,0.9781,0.0616,0.0365,0.0487,0.0105,0.9625,0.0000,6108768,245266,0.0401,left-to-right,cebwiki,wikipedia,ceb,Cebuano,ceb.wikipedia.org,Cebuano Wikipedia
84,938863.1667,0.8927,4176460.8333,0.9088,0.0069,7032.6829,133.5000,27.2500,3.3333,0.3662,4.5000,0.0461,2659.9167,0.5041,0.2726,0.1081,0.1592,0.0624,0.9170,0.0000,27722,388695,14.0212,left-to-right,knwiki,wikipedia,kn,Kannada,kn.wikipedia.org,Kannada Wikipedia
85,714374.1667,0.6326,2692868.6667,0.5082,0.0049,3776.4273,189.1667,34.9167,9.6667,0.1692,4.4167,0.0000,7036.7500,0.2803,0.0592,0.0549,0.0715,0.0502,0.9648,0.0000,101683,1045249,10.2795,left-to-right,afwiki,wikipedia,af,Afrikaans,af.wikipedia.org,Afrikaans Wikipedia
86,232245.2500,0.1697,1473289.3333,0.0895,0.0059,683.4093,339.8333,92.7500,5.0833,0.0807,3.8333,0.1951,17276.0000,0.3086,0.0204,0.0631,0.0869,0.0079,0.9673,0.0000,309640,2951052,9.5306,left-to-right,eowiki,wikipedia,eo,Esperanto,eo.wikipedia.org,Esperanto Wikipedia
87,291247.7500,0.3620,2045712.8333,0.1455,0.0000,1356.7442,214.6667,70.8333,12.8333,0.1193,5.6667,0.0072,33495.3333,0.0946,0.0118,0.0007,0.0098,0.0093,0.9762,1.0833,786530,3648510,4.6387,left-to-right,specieswiki,species,en,English,species.wikimedia.org,Wikispecies
88,531857.8333,0.5339,1489626.8333,0.4398,0.0000,6525.8630,81.5000,35.9167,2.9167,0.1232,2.0000,0.0286,3355.0000,0.0698,0.0439,0.0025,0.0600,0.0474,0.9320,0.0000,134443,409453,3.0456,left-to-right,cswiktionary,wiktionary,cs,Czech,cs.wiktionary.org,Czech Wiktionary
89,466169.5000,0.5808,2582682.7500,0.4860,0.0000,5851.5000,79.6667,38.6667,3.9167,0.0728,2.5833,0.1724,9450.8333,0.2647,0.0062,0.0006,0.0013,0.0053,0.9429,0.0000,169138,1301628,7.6957,left-to-right,itwikisource,wikisource,it,Italian,it.wikisource.org,Italian Wikisource
90,372540.9167,0.7182,1564787.4167,0.5818,0.0000,3020.6020,123.3333,48.2500,3.6667,0.1893,2.5000,0.1765,6017.2500,0.1197,0.0467,0.0311,0.0706,0.0116,0.9356,11.2500,386864,834394,2.1568,left-to-right,zhwikisource,wikisource,zh,Chinese,zh.wikisource.org,Chinese Wikisource
91,517344.1667,0.2172,1536555.9167,0.2377,0.0056,3622.0128,142.8333,33.0000,4.5833,0.0916,5.0833,0.0519,2881.7500,0.1808,0.0852,0.1797,0.2074,0.0573,0.9335,0.0000,53785,637136,11.8460,left-to-right,iswiki,wikipedia,is,Icelandic,is.wikipedia.org,Icelandic Wikipedia
92,909355.7500,0.5258,2083930.1667,0.4368,0.0000,13674.5226,66.5000,18.1667,3.4167,0.0853,0.5833,0.0426,4373.7500,0.4258,0.0106,0.0012,0.0639,0.0214,0.9671,0.0000,794347,1673536,2.1068,left-to-right,nlwiktionary,wiktionary,nl,Dutch,nl.wiktionary.org,Dutch Wiktionary
93,738504.3333,0.5290,1700321.5833,0.3573,0.0041,6053.3142,122.0000,20.7500,5.6667,0.1102,2.0000,0.0417,10563.6667,0.6296,0.0120,0.0284,0.0251,0.0186,0.9858,0.0000,128690,741095,5.7588,left-to-right,astwiki,wikipedia,ast,Asturian,ast.wikipedia.org,Asturian Wikipedia
94,449816.1667,0.6364,1261522.0833,0.5461,0.0000,3863.8468,116.4167,33.9167,6.0000,0.1310,1.9167,0.0000,5592.4167,0.0047,0.0493,0.0273,0.1048,0.0394,0.9619,0.0000,42256,800057,18.9336,left-to-right,itwikiquote,wikiquote,it,Italian,it.wikiquote.org,Italian Wikiquote
95,423018.7500,0.0829,1322978.0000,0.0803,0.0075,2924.0927,144.6667,34.3333,4.0000,0.0935,3.0833,0.0741,5341.7500,0.0252,0.0357,0.0497,0.0675,0.0158,0.9606,0.0000,136489,1547831,11.3403,left-to-right,lawiki,wikipedia,la,Latin,la.wikipedia.org,Latin Wikipedia
96,364084.7500,0.5643,1249859.5000,0.3973,0.0000,6153.5451,59.1667,39.5000,7.4167,0.0374,1.1667,0.3077,23073.8333,0.1448,0.0011,0.0000,0.0021,0.0036,0.9211,0.0000,973837,2100990,2.1574,left-to-right,plwikisource,wikisource,pl,Polish,pl.wikisource.org,Polish Wikisource
97,679602.9167,0.4916,2216036.0000,0.6888,0.0128,7097.6806,95.7500,20.7500,4.9167,0.3175,4.5833,0.0441,2093.4167,0.0313,0.2681,0.1893,0.1938,0.0414,0.9340,0.0000,17664,297587,16.8471,left-to-right,siwiki,wikipedia,si,Sinhala,si.wikipedia.org,Sinhala Wikipedia
98,858835.7500,0.6808,1839605.9167,0.5842,0.0000,14254.5353,60.2500,16.4167,3.8333,0.1811,0.9167,0.1111,5141.0000,0.1532,0.0182,0.0067,0.0706,0.0205,0.9725,0.0000,553734,938805,1.6954,left-to-right,itwiktionary,wiktionary,it,Italian,it.wiktionary.org,Italian Wiktionary
99,284441.0833,0.3863,1152185.2500,0.2052,0.0000,2480.5908,114.6667,48.2500,4.1667,0.0764,0.8333,0.0000,10334.2500,0.2421,0.0018,0.0000,0.0076,0.0048,0.9586,0.0000,503852,2009680,3.9886,left-to-right,dewikisource,wikisource,de,German,de.wikisource.org,German Wikisource
100,674360.2500,0.8223,1553682.0000,0.6729,0.0000,9599.4342,70.2500,19.8333,3.1667,0.2048,1.2500,0.0455,17098.5000,0.8315,0.0114,0.0010,0.0405,0.0078,0.9859,0.0000,1116372,856592,0.7673,left-to-right,zhwiktionary,wiktionary,zh,Chinese,zh.wiktionary.org,Chinese Wiktionary
101,425146.2500,0.6094,2296093.3333,0.4691,0.0000,4763.5434,89.2500,31.3333,5.7500,0.1212,2.2500,0.1220,5825.9167,0.7676,0.0355,0.0127,0.0288,0.0259,0.9452,0.0000,226462,475225,2.0985,right-to-left,hewikisource,wikisource,he,Hebrew,he.wikisource.org,Hebrew Wikisource
102,652183.9167,0.5634,2063105.9167,0.4170,0.0000,9372.7030,69.5833,19.6667,4.9167,0.2138,1.5000,0.0290,6170.0000,0.7406,0.0572,0.0036,0.0800,0.0154,0.9723,0.0000,283083,653977,2.3102,left-to-right,jawiktionary,wiktionary,ja,Japanese,ja.wiktionary.org,Japanese Wiktionary
103,409127.3333,0.4355,1396524.9167,0.2165,0.0041,2836.2380,144.2500,30.0833,3.4167,0.0710,2.1667,0.0588,5103.5833,0.0117,0.0190,0.0598,0.0744,0.0355,0.9638,0.0000,160985,1160716,7.2101,left-to-right,nnwiki,wikipedia,nn,Norwegian Nynorsk,nn.wikipedia.org,Norwegian Nynorsk Wikipedia
104,310982.5833,0.5121,745405.5833,0.3877,0.0000,2582.5543,120.4167,35.9167,4.8333,0.0824,2.9167,0.0612,6024.9167,0.0024,0.0187,0.0325,0.0726,0.0126,0.9602,0.0000,19644,971750,49.4680,left-to-right,dewikivoyage,wikivoyage,de,German,de.wikivoyage.org,German Wikivoyage
105,644918.7500,0.5722,1928137.1667,0.4730,0.0000,11568.0493,55.7500,17.0000,4.5833,0.1390,1.9167,0.0000,3976.8333,0.6771,0.0622,0.0007,0.3960,0.0475,0.9651,0.0000,415814,1321295,3.1776,left-to-right,fiwiktionary,wiktionary,fi,Finnish,fi.wiktionary.org,Finnish Wiktionary
106,311957.3333,0.7273,1408492.7500,0.6496,0.0833,2022.4138,154.2500,35.0833,4.0000,0.4366,7.2500,0.0331,4904.6667,0.3883,0.2414,0.1317,0.0955,0.0573,0.9499,0.0000,102954,316396,3.0732,left-to-right,mywiki,wikipedia,my,Burmese,my.wikipedia.org,Burmese Wikipedia
107,601550.3333,0.6424,1108539.8333,0.5890,0.0000,9821.2299,61.2500,17.6667,2.7500,0.1421,2.0833,0.0357,918.3333,0.0250,0.0851,0.0082,0.1799,0.0516,0.8957,0.0000,14650,283919,19.3801,left-to-right,ruwikiquote,wikiquote,ru,Russian,ru.wikiquote.org,Russian Wikiquote
108,502560.7500,0.5761,1627984.4167,0.4046,0.0000,7363.5275,68.2500,21.0833,4.2500,0.1260,1.0000,0.0345,8657.9167,0.4168,0.0061,0.0005,0.0643,0.0133,0.9761,0.0000,820304,1355986,1.6530,left-to-right,svwiktionary,wiktionary,sv,Swedish,sv.wiktionary.org,Swedish Wiktionary
109,2140077.9167,0.9023,7972271.0833,0.9190,0.0000,59036.6322,36.2500,4.8333,3.8333,0.3428,0.5000,0.0000,1773.7500,0.7431,0.0376,0.0281,0.4079,0.0235,0.9641,0.0000,80655,91600,1.1357,right-to-left,arwikisource,wikisource,ar,Arabic,ar.wikisource.org,Arabic Wikisource
110,380086.0000,0.4819,965672.8333,0.4294,0.0000,4075.9893,93.2500,26.7500,4.5833,0.1025,1.2500,0.0175,12526.3333,0.9721,0.0067,0.0018,0.0158,0.0130,0.9769,0.0000,1493817,388674,0.2602,left-to-right,ruwikinews,wikinews,ru,Russian,ru.wikinews.org,Russian Wikinews
111,603467.2500,0.5899,1392481.5000,0.4883,0.0000,10016.0539,60.2500,16.7500,4.7500,0.2500,2.4167,0.0549,1428.8333,0.0009,0.0818,0.0430,0.2520,0.0712,0.9320,0.0000,12814,142832,11.1466,left-to-right,jawikibooks,wikibooks,ja,Japanese,ja.wikibooks.org,Japanese Wikibooks
112,170390.5833,0.8459,857468.6667,0.6942,0.0000,1762.6612,96.6667,57.5000,4.4167,0.2700,15.3333,0.1154,10679.7500,0.2115,0.1210,0.0011,0.0071,0.0087,0.9057,0.0000,18186,449993,24.7439,left-to-right,tawikisource,wikisource,ta,Tamil,ta.wikisource.org,Tamil Wikisource
113,299925.8333,0.5322,885597.1667,0.4140,0.0000,3055.2716,98.1667,30.7500,4.6667,0.1019,3.0833,0.0227,3327.6667,0.0751,0.0620,0.0018,0.0429,0.0113,0.9171,0.0000,39517,452713,11.4562,left-to-right,sourceswiki,sources,en,English,wikisource.org,Multilingual Wikisource
114,628969.0000,0.5827,1853629.4167,0.7357,0.0041,11558.3890,54.4167,14.2500,4.8333,0.3525,4.0000,0.0426,1099.0000,0.0883,0.4926,0.2564,0.1888,0.0695,0.9121,0.0000,8631,137989,15.9876,left-to-right,kmwiki,wikipedia,km,Khmer,km.wikipedia.org,Khmer Wikipedia
115,386784.2500,0.3081,829035.0833,0.4494,0.0089,4060.7270,95.2500,22.5000,5.5000,0.3320,3.5833,0.0227,2895.1667,0.1470,0.2131,0.1141,0.1804,0.0310,0.9469,0.0000,31932,401950,12.5877,left-to-right,newiki,wikipedia,ne,Nepali,ne.wikipedia.org,Nepali Wikipedia
116,370012.9167,0.4389,823812.8333,0.4104,0.0000,4944.4933,74.8333,23.0000,3.8333,0.0855,3.5000,0.2937,2944.0000,0.0206,0.0206,0.1588,0.0375,0.0294,0.9342,26.5000,16099,394372,24.4967,left-to-right,frwikiversity,wikiversity,fr,French,fr.wikiversity.org,French Wikiversity
117,466691.0833,0.8138,2452830.4167,0.7989,0.0014,6215.6415,75.0833,17.0000,3.0833,0.1450,2.9167,0.0120,1683.6667,0.4389,0.1856,0.1802,0.2577,0.0408,0.9370,0.0000,81279,194904,2.3980,left-to-right,kywiki,wikipedia,ky,Kyrgyz,ky.wikipedia.org,Kyrgyz Wikipedia
118,365479.0000,0.6082,1606804.8333,0.5923,0.0072,3719.8880,98.2500,21.6667,3.9167,0.1793,5.1667,0.0385,3383.2500,0.0044,0.0669,0.1469,0.1232,0.0502,0.9579,0.0000,20963,294313,14.0396,left-to-right,mnwiki,wikipedia,mn,Mongolian,mn.wikipedia.org,Mongolian Wikipedia
119,414238.3333,0.6179,1182973.2500,0.5633,0.0000,7508.8520,55.1667,18.1667,4.5833,0.1196,1.5000,0.1884,2349.5000,0.6431,0.0147,0.0063,0.0366,0.0315,0.9439,0.0000,114964,676548,5.8849,left-to-right,eswikisource,wikisource,es,Spanish,es.wikisource.org,Spanish Wikisource
120,947503.0000,0.6299,1856234.5833,0.5867,0.0000,21212.7537,44.6667,7.9167,3.5833,0.2270,1.4167,0.0000,1930.4167,0.1142,0.0391,0.0073,0.1002,0.0701,0.9627,0.0000,238197,285060,1.1967,left-to-right,viwiktionary,wiktionary,vi,Vietnamese,vi.wiktionary.org,Vietnamese Wiktionary
121,519870.7500,0.5641,1213962.8333,0.4613,0.0000,8262.8464,62.9167,14.2500,5.2500,0.2340,1.7500,0.0469,3545.2500,0.1482,0.0495,0.0063,0.0862,0.0372,0.9648,0.0000,268430,831574,3.0979,left-to-right,ptwiktionary,wiktionary,pt,Portuguese,pt.wiktionary.org,Portuguese Wiktionary
122,470645.9167,0.8823,1635123.8333,0.8614,0.0150,5176.6737,90.9167,15.5833,3.7500,0.4447,4.0000,0.0244,2183.3333,0.5195,0.1569,0.1343,0.1332,0.1084,0.9413,0.0000,29764,240848,8.0919,left-to-right,guwiki,wikipedia,gu,Gujarati,gu.wikipedia.org,Gujarati Wikipedia
123,396965.5000,0.5715,927067.7500,0.4835,0.0000,4730.4727,83.9167,18.3333,4.0833,0.1226,2.4167,0.0000,979.7500,0.0009,0.0924,0.0054,0.3287,0.1659,0.8891,0.0000,24681,422149,17.1042,left-to-right,plwikiquote,wikiquote,pl,Polish,pl.wikiquote.org,Polish Wikiquote
124,301209.5000,0.0396,787671.2500,0.0441,0.0020,3654.7159,82.4167,23.9167,4.3333,0.1158,2.0833,0.0000,2764.3333,0.0074,0.2649,0.2249,0.0470,0.0171,0.9500,0.0000,56018,434628,7.7587,left-to-right,gawiki,wikipedia,ga,Irish,ga.wikipedia.org,Irish Wikipedia
125,204060.5833,0.8244,927607.6667,0.8187,0.0119,1955.8522,104.3333,34.1667,3.0833,0.3688,5.9167,0.0750,4103.7500,0.0665,0.1577,0.0466,0.0480,0.0313,0.9400,0.0000,9910,163462,16.4947,left-to-right,aswiki,wikipedia,as,Assamese,as.wikipedia.org,Assamese Wikipedia
126,485475.1667,0.7132,1067130.8333,0.6074,0.0000,9824.1180,49.4167,13.5000,3.6667,0.2360,1.0000,0.0000,6193.1667,0.5484,0.1080,0.0052,0.2546,0.0188,0.9756,0.0000,347125,2155909,6.2108,left-to-right,trwiktionary,wiktionary,tr,Turkish,tr.wiktionary.org,Turkish Wiktionary
127,152451.0000,0.6271,681142.9167,0.5804,0.0178,1215.5561,125.4167,39.0000,5.0000,0.3864,5.7500,0.0513,8492.5833,0.2584,0.3441,0.1737,0.0302,0.0419,0.9676,0.0000,37270,299241,8.0290,right-to-left,ckbwiki,wikipedia,ckb,Central Kurdish,ckb.wikipedia.org,Central Kurdish Wikipedia
128,185482.3333,0.5494,407736.5833,0.4889,0.0000,2634.0686,70.4167,31.5833,2.1667,0.0883,1.9167,0.1111,5465.6667,0.0331,0.0074,0.0009,0.0261,0.0123,0.9515,0.0000,6407,348931,54.4609,left-to-right,ruwikivoyage,wikivoyage,ru,Russian,ru.wikivoyage.org,Russian Wikivoyage
129,372691.1667,0.9019,927943.5000,0.8492,0.0000,8633.7722,43.1667,15.1667,3.3333,0.2015,3.5833,0.1053,1549.8333,0.0019,0.0789,0.0552,0.0690,0.0160,0.8850,0.0000,363644,378955,1.0421,left-to-right,tawiktionary,wiktionary,ta,Tamil,ta.wiktionary.org,Tamil Wiktionary
130,887872.5000,0.8592,1579299.5833,0.8038,0.0000,24493.0345,36.2500,6.2500,3.8333,0.3545,0.6667,0.0000,857.8333,0.0011,0.1455,0.0219,0.1370,0.1246,0.9365,0.0000,142663,212729,1.4911,left-to-right,idwiktionary,wiktionary,id,Indonesian,id.wiktionary.org,Indonesian Wiktionary
131,484778.4167,0.4520,895668.0000,0.4469,0.0000,11634.6820,41.6667,11.0000,4.7500,0.1524,4.3333,0.0072,764.2500,0.0727,0.1193,0.0731,0.1428,0.1087,0.9049,0.0000,9268,275163,29.6896,left-to-right,eswikibooks,wikibooks,es,Spanish,es.wikibooks.org,Spanish Wikibooks
132,355684.0000,0.6612,894333.1667,0.5660,0.0000,6295.2920,56.5000,14.8333,2.8333,0.1436,1.2500,0.0185,2773.1667,0.0000,0.0648,0.0386,0.1522,0.1042,0.9580,0.0000,22749,283265,12.4518,right-to-left,hewiktionary,wiktionary,he,Hebrew,he.wiktionary.org,Hebrew Wiktionary
133,239418.2500,0.2845,1015393.3333,0.2090,0.0000,1274.6313,187.8333,21.4167,6.1667,0.2189,6.0833,0.0100,4513.5833,0.0376,0.0387,0.0080,0.0501,0.0410,0.9437,0.0000,21673,691385,31.9008,left-to-right,enwikinews,wikinews,en,English,en.wikinews.org,English Wikinews
134,202105.0833,0.7099,743157.3333,0.6991,0.0121,1831.7681,110.3333,25.0000,4.0000,0.2500,3.6667,0.0000,2046.0833,0.2837,0.2129,0.2190,0.0593,0.0196,0.9175,0.0000,36963,306978,8.3050,left-to-right,pawiki,wikipedia,pa,Punjabi,pa.wikipedia.org,Punjabi Wikipedia
135,325757.5000,0.3241,801378.2500,0.3109,0.0000,6387.4020,51.0000,15.5000,2.1667,0.1017,1.1667,0.0455,1374.5000,0.0141,0.0166,0.0795,0.0624,0.0238,0.9343,0.0000,17932,433426,24.1705,left-to-right,frwikibooks,wikibooks,fr,French,fr.wikibooks.org,French Wikibooks
136,170876.9167,0.1822,920845.1667,0.0848,0.0033,1669.8070,102.3333,26.1667,5.2500,0.0809,2.3333,0.0270,4442.3333,0.7469,0.0258,0.0485,0.0451,0.0168,0.9642,0.0000,134295,771874,5.7476,left-to-right,cywiki,wikipedia,cy,Welsh,cy.wikipedia.org,Welsh Wikipedia
137,229910.8333,0.7643,391259.0833,0.6852,0.0000,4998.0616,46.0000,19.2500,5.6667,0.1945,3.2500,0.0128,1932.6667,0.0012,0.0196,0.0009,0.0105,0.0147,0.9065,0.0000,4384,62814,14.3280,left-to-right,idwikisource,wikisource,id,Indonesian,id.wikisource.org,Indonesian Wikisource
138,288276.8333,0.0641,897055.5000,0.0479,0.0007,4137.9450,69.6667,14.6667,3.5833,0.0673,0.8333,0.0000,965.0833,0.7898,0.0594,0.0234,0.2343,0.0597,0.9170,0.0000,1265636,343623,0.2715,left-to-right,warwiki,wikipedia,war,Waray,war.wikipedia.org,Waray Wikipedia
139,135949.3333,0.2882,603051.0833,0.1556,0.0055,1174.5083,115.7500,30.7500,3.0000,0.1029,1.6667,0.1053,7308.4167,0.2101,0.0185,0.1078,0.0360,0.0174,0.9727,0.0000,76868,737188,9.5903,left-to-right,be_x_oldwiki,wikipedia,be-x-old,Belarusian (Taraškievica orthography),be-tarask.wikipedia.org,Belarusian (Taraškievica) Wikipedia
140,84282.1667,0.6759,198888.0833,0.5540,0.0000,916.1105,92.0000,49.3333,2.9167,0.1849,17.5000,0.6978,1531.3333,0.0004,0.2241,0.0983,0.0726,0.0325,0.7027,0.0000,3639,96212,26.4391,left-to-right,zhwikibooks,wikibooks,zh,Chinese,zh.wikibooks.org,Chinese Wikibooks
141,178824.6667,0.4903,707915.5000,0.2300,0.0016,1786.7577,100.0833,23.2500,3.6667,0.1597,3.5000,0.0000,2548.1667,0.0546,0.1034,0.1020,0.0664,0.0326,0.9370,0.0000,64688,420958,6.5075,left-to-right,jvwiki,wikipedia,jv,Javanese,jv.wikipedia.org,Javanese Wikipedia
142,107470.5000,0.6592,450631.0000,0.4577,0.0019,1210.9352,88.7500,34.9167,4.5000,0.3182,8.0000,0.1008,4481.5000,0.0362,0.3088,0.3567,0.0114,0.0122,0.9396,0.0000,13754,87630,6.3712,left-to-right,hawiki,wikipedia,ha,Hausa,ha.wikipedia.org,Hausa Wikipedia
143,450452.5000,0.7265,1172364.6667,0.7109,0.0000,15488.3381,29.0833,8.2500,2.4167,0.2308,0.4167,0.0000,3689.7500,0.8556,0.0295,0.0073,0.0271,0.0225,0.9722,0.0000,211282,341703,1.6173,left-to-right,thwiktionary,wiktionary,th,Thai,th.wiktionary.org,Thai Wiktionary
144,214613.5833,0.3904,878866.7500,0.1588,0.0027,2263.0606,94.8333,16.5000,4.2500,0.1657,1.5833,0.1333,1212.5000,0.6339,0.1763,0.0909,0.2306,0.1025,0.9037,0.0000,40486,317054,7.8312,left-to-right,scowiki,wikipedia,sco,Scots,sco.wikipedia.org,Scots Wikipedia
145,166147.4167,0.5185,346399.7500,0.4753,0.0000,2626.8366,63.2500,20.6667,3.5000,0.0771,2.3333,0.0192,2303.1667,0.0673,0.0325,0.0492,0.0906,0.0161,0.9180,0.0000,15326,225957,14.7434,left-to-right,itwikibooks,wikibooks,it,Italian,it.wikibooks.org,Italian Wikibooks
146,104105.8333,0.1589,419525.0833,0.1013,0.0031,1078.8169,96.5000,32.0833,4.0833,0.0836,5.6667,0.1364,5128.9167,0.8402,0.0130,0.0911,0.0259,0.0237,0.9539,0.0000,391129,417533,1.0675,left-to-right,ttwiki,wikipedia,tt,Tatar,tt.wikipedia.org,Tatar Wikipedia
147,136199.0000,0.8387,663519.8333,0.7948,0.0000,2577.8991,52.8333,22.5833,0.7500,0.0522,2.5833,0.0000,618.5000,0.0000,0.0279,0.0026,0.0660,0.0084,0.8001,0.0000,15439,255878,16.5735,left-to-right,hywikisource,wikisource,hy,Armenian,hy.wikisource.org,Armenian Wikisource
148,211733.0000,0.8907,905122.0833,0.8223,0.0000,6383.9095,33.1667,14.2500,2.5833,0.1950,1.6667,0.0000,5027.5833,0.5811,0.0088,0.0003,0.0045,0.0072,0.9460,0.0000,19060,254506,13.3529,left-to-right,bnwikisource,wikisource,bn,Bangla,bn.wikisource.org,Bengali Wikisource
149,237374.6667,0.4776,701659.4167,0.3473,0.0000,6798.3198,34.9167,12.2500,3.0833,0.0497,0.3333,0.0000,4036.4167,0.8607,0.0126,0.0007,0.0217,0.0110,0.9638,0.0000,528269,327823,0.6206,left-to-right,cawiktionary,wiktionary,ca,Catalan,ca.wiktionary.org,Catalan Wiktionary
150,1261592.7500,0.0499,5394851.3333,0.5162,0.0000,72435.9474,17.4167,2.2500,3.2500,0.0272,0.5000,0.4000,673.4167,0.0555,0.0010,0.0033,0.1567,0.0187,0.9410,0.0000,554,51535,93.0235,left-to-right,foundationwiki,foundation,en,English,foundation.wikimedia.org,Wikimedia Foundation
151,143761.6667,0.4732,323698.5833,0.3876,0.0000,2027.1915,70.9167,19.6667,2.1667,0.0661,3.0000,0.0000,3540.9167,0.0148,0.1663,0.0385,0.0286,0.0867,0.9469,0.0000,10338,385303,37.2706,left-to-right,itwikivoyage,wikivoyage,it,Italian,it.wikivoyage.org,Italian Wikivoyage
152,153924.3333,0.7104,522519.1667,0.4705,0.0000,4160.1171,37.0000,17.7500,3.0833,0.0376,1.1667,0.0000,8522.2500,0.3655,0.0024,0.0002,0.0027,0.0068,0.9667,0.0000,86150,257029,2.9835,left-to-right,ukwikisource,wikisource,uk,Ukrainian,uk.wikisource.org,Ukrainian Wikisource
153,92007.2500,0.2032,267686.2500,0.1809,0.0000,1288.3162,71.4167,29.5833,4.7500,0.0336,2.7500,0.4000,3570.4167,0.0010,0.0057,0.0054,0.0414,0.0098,0.9134,0.0000,59476,415954,6.9936,left-to-right,dewikiversity,wikiversity,de,German,de.wikiversity.org,German Wikiversity
154,373884.5833,0.4429,901267.0833,0.3632,0.0000,12638.3521,29.5833,7.2500,2.1667,0.1238,0.9167,0.0000,1538.5833,0.0001,0.1603,0.0041,0.0719,0.0220,0.9602,0.0000,297198,851604,2.8654,left-to-right,kowiktionary,wiktionary,ko,Korean,ko.wiktionary.org,Korean Wiktionary
155,296143.6667,0.4339,743922.1667,0.4061,0.0000,10703.9880,27.6667,9.0833,2.1667,0.1206,1.0000,0.1176,1450.3333,0.0057,0.0320,0.0328,0.1509,0.0343,0.9408,0.0000,3009,151124,50.2240,left-to-right,ruwikibooks,wikibooks,ru,Russian,ru.wikibooks.org,Russian Wikibooks
156,93153.9167,0.3930,167342.8333,0.4138,0.0000,867.2203,107.4167,27.8333,5.9167,0.1330,9.5000,0.2234,869.2500,0.0000,0.0482,0.3316,0.0914,0.0466,0.7503,0.0000,2803,94029,33.5458,left-to-right,ptwikiversity,wikiversity,pt,Portuguese,pt.wikiversity.org,Portuguese Wikiversity
157,171231.6667,0.6104,505797.0000,0.2979,0.0012,4036.8959,42.4167,14.6667,4.7500,0.1226,1.5000,0.0526,2017.4167,0.0035,0.0337,0.1932,0.0718,0.0184,0.9489,0.0000,11653,80112,6.8748,left-to-right,bclwiki,wikipedia,bcl,Central Bikol,bcl.wikipedia.org,Bikol Central Wikipedia
158,192184.2500,0.6307,450375.3333,0.5299,0.0000,5147.7924,37.3333,12.9167,5.0833,0.1290,1.2500,0.1724,954.4167,0.1549,0.0803,0.0063,0.1165,0.0511,0.8872,0.0000,12256,113977,9.2997,left-to-right,jawikisource,wikisource,ja,Japanese,ja.wikisource.org,Japanese Wikisource
159,159927.2500,0.3659,759703.0000,0.1498,0.0060,2095.1168,76.3333,14.6667,4.0833,0.0945,1.0000,0.0000,1844.1667,0.0844,0.0457,0.1264,0.0494,0.0510,0.9504,0.0000,28323,491969,17.3699,left-to-right,alswiki,wikipedia,als,Alsatian,als.wikipedia.org,Alemannisch Wikipedia
160,70810.3333,0.2204,283120.0000,0.1399,0.0035,802.3834,88.2500,31.7500,3.6667,0.0810,2.5833,0.1111,7365.3333,0.1559,0.0283,0.0181,0.0125,0.0107,0.9579,0.0000,59141,456222,7.7141,left-to-right,bawiki,wikipedia,ba,Bashkir,ba.wikipedia.org,Bashkir Wikipedia
161,95951.8333,0.2361,524032.5000,0.1588,0.0089,1123.3385,85.4167,22.9167,3.2500,0.2659,3.0000,0.0488,5880.7500,0.6910,0.2917,0.1980,0.0253,0.0282,0.9714,0.0000,50314,383980,7.6317,left-to-right,kuwiki,wikipedia,ku,Kurdish,ku.wikipedia.org,Kurdish Wikipedia
162,210961.5833,0.4434,389768.4167,0.4194,0.0000,3853.1796,54.7500,10.4167,5.9167,0.1813,4.5833,0.0342,514.5000,0.0268,0.0708,0.0327,0.1694,0.1092,0.8450,0.0000,1987,105910,53.3015,left-to-right,eswikiversity,wikiversity,es,Spanish,es.wikiversity.org,Spanish Wikiversity
163,303587.2500,0.2697,638502.0000,0.4537,0.0097,7300.6954,41.5833,7.0833,4.4167,0.2756,1.7500,0.0263,515.0833,0.0010,0.2975,0.3077,0.2124,0.0435,0.8907,0.0000,15005,85812,5.7189,left-to-right,amwiki,wikipedia,am,Amharic,am.wikipedia.org,Amharic Wikipedia
164,237170.7500,0.5591,496821.0000,0.5141,0.0000,6268.8304,37.8333,8.9167,5.6667,0.2034,3.0833,0.0000,1392.3333,0.0094,0.0477,0.0077,0.1014,0.1019,0.9502,0.0000,35898,156479,4.3590,left-to-right,simplewiktionary,wiktionary,simple,Simple English,simple.wiktionary.org,Simple English Wiktionary
