overall size rank,monthly unique devices,mobile unique devices,monthly pageviews,mobile web pageviews,mobile app pageviews,unique devices per editor,monthly editors,majority mobile editors,monthly active editors,monthly active administrators,monthly new active editors,second month new editor retention,bot edits,monthly nonbot edits,mobile edits,visual edits,anonymous edits,revert rate,edits Gini coefficient,content pages,all time content edits,all time edits per content page,script direction,database code,project code,language code,language name,domain name,wiki name
85,1070719.4167,0.6145,2810856.1667,0.5288,0.0000,13553.4103,79.0000,0.2168,23.5833,5.5000,2.7500,0.0234,0.0002,8457.7500,0.2184,0.0033,0.0553,0.0212,0.9739,321193,749468,2.3334,left-to-right,jawiktionary,wiktionary,ja,Japanese,ja.wiktionary.org,Japanese Wiktionary
86,366266.4167,0.4223,1264657.5833,0.2723,0.0000,1755.9716,208.5833,0.0985,65.2500,14.0000,5.5000,0.0144,0.0285,36642.2500,0.0044,0.0013,0.0091,0.0076,0.9778,832773,4015364,4.8217,left-to-right,specieswiki,species,en,English,species.wikimedia.org,Wikispecies
87,788537.9167,0.3563,1891120.1667,0.4204,0.0000,9350.2520,84.3333,0.0851,29.8333,2.3333,2.1667,0.0171,0.0040,1797.1667,0.0430,0.0816,0.2071,0.0219,0.9038,30882,672280,21.7693,left-to-right,dewikibooks,wikibooks,de,German,de.wikibooks.org,German Wikibooks
88,436847.4167,0.7747,1810937.7500,0.6328,0.0000,3397.3876,128.5833,0.2297,49.4167,3.9167,2.6667,0.0964,0.4354,7344.1667,0.1317,0.0373,0.0462,0.0174,0.9481,415280,911970,2.1960,left-to-right,zhwikisource,wikisource,zh,Chinese,zh.wikisource.org,Chinese Wikisource
89,541524.6667,0.5639,1503489.9167,0.5502,0.0000,6876.5037,78.7500,0.1200,39.3333,2.5000,1.2500,0.0513,0.0981,3353.0833,0.0379,0.0364,0.0558,0.0346,0.9313,141433,435620,3.0800,left-to-right,cswiktionary,wiktionary,cs,Czech,cs.wiktionary.org,Czech Wiktionary
90,676234.5000,0.3840,1301320.1667,0.3492,0.0041,5328.1773,126.9167,0.0934,27.7500,2.4167,1.5833,0.0217,0.4925,4429.1667,0.0218,0.0667,0.0759,0.0365,0.9634,164032,1210246,7.3781,left-to-right,nnwiki,wikipedia,nn,Norwegian Nynorsk,nn.wikipedia.org,Norwegian Nynorsk Wikipedia
91,515364.3333,0.6536,1334763.2500,0.6224,0.0000,4674.5064,110.2500,0.1601,35.1667,6.9167,4.8333,0.0000,0.0089,5315.0000,0.0482,0.0361,0.0970,0.0323,0.9576,46929,855392,18.2274,left-to-right,itwikiquote,wikiquote,it,Italian,it.wikiquote.org,Italian Wikiquote
92,894171.2500,0.8009,2036857.2500,0.7715,0.0000,11378.6373,78.5833,0.2465,19.7500,5.5000,0.7500,0.0161,0.5570,14750.2500,0.0126,0.0012,0.1562,0.0114,0.9844,1270053,1011064,0.7961,left-to-right,zhwiktionary,wiktionary,zh,Chinese,zh.wiktionary.org,Chinese Wiktionary
93,765402.7500,0.4078,1493714.1667,0.3582,0.0032,7120.0256,107.5000,0.1343,21.4167,5.5000,1.5000,0.0385,0.6662,9598.8333,0.0121,0.0202,0.0268,0.0190,0.9859,131666,858707,6.5219,left-to-right,astwiki,wikipedia,ast,Asturian,ast.wikipedia.org,Asturian Wikipedia
94,850650.4167,0.5199,2030569.6667,0.5114,0.0000,10964.3448,77.5833,0.0685,18.8333,4.0000,1.2500,0.0152,0.0353,9797.6667,0.0042,0.0007,0.0488,0.0116,0.9848,849782,1789580,2.1059,left-to-right,nlwiktionary,wiktionary,nl,Dutch,nl.wiktionary.org,Dutch Wiktionary
95,837684.8333,0.5482,1850133.3333,0.4846,0.0000,11634.5116,72.0000,0.2949,18.1667,5.5833,4.0000,0.0346,0.0044,2378.2500,0.0745,0.0820,0.1306,0.0584,0.9430,13795,169632,12.2966,left-to-right,jawikibooks,wikibooks,ja,Japanese,ja.wikibooks.org,Japanese Wikibooks
96,470075.8333,0.2724,1282291.4167,0.2908,0.0061,3529.9812,133.1667,0.1353,32.0833,4.4167,5.2500,0.1050,0.2166,3235.6667,0.0561,0.1501,0.1316,0.0408,0.9420,55733,672536,12.0671,left-to-right,iswiki,wikipedia,is,Icelandic,is.wikipedia.org,Icelandic Wikipedia
97,418769.1667,0.5781,895191.3333,0.4969,0.0000,3501.9024,119.5833,0.1087,36.0000,5.1667,3.3333,0.0000,0.0020,6565.5833,0.0233,0.0349,0.0935,0.0123,0.9626,20108,1043181,51.8789,left-to-right,dewikivoyage,wikivoyage,de,German,de.wikivoyage.org,German Wikivoyage
98,940480.0833,0.6531,2334129.5833,0.6849,0.0000,16596.7074,56.6667,0.1967,15.9167,4.4167,0.5000,0.0169,0.4100,4137.4167,0.0283,0.0046,0.0587,0.0237,0.9761,560692,991442,1.7682,left-to-right,itwiktionary,wiktionary,it,Italian,it.wiktionary.org,Italian Wiktionary
99,333718.7500,0.5324,1137528.6667,0.5780,0.0124,2280.5382,146.3333,0.4404,44.7500,4.8333,7.8333,0.0743,0.4689,6154.7500,0.2468,0.1698,0.0375,0.0427,0.9513,48117,357635,7.4326,right-to-left,ckbwiki,wikipedia,ckb,Central Kurdish,ckb.wikipedia.org,Central Kurdish Wikipedia
100,368017.5833,0.6338,2500026.1667,0.5400,0.0000,4869.0309,75.5833,0.0571,40.5000,5.4167,2.6667,0.0847,0.3292,12297.9167,0.0033,0.0001,0.0009,0.0052,0.9417,182008,1453248,7.9845,left-to-right,itwikisource,wikisource,it,Italian,it.wikisource.org,Italian Wikisource
101,410942.7500,0.2442,841311.6667,0.2623,0.0038,2503.2046,164.1667,0.1098,35.8333,6.6667,3.8333,0.1395,0.9697,2662.3333,0.3062,0.0317,0.1026,0.0767,0.9228,6125166,278604,0.0455,left-to-right,cebwiki,wikipedia,ceb,Cebuano,ceb.wikipedia.org,Cebuano Wikipedia
102,638152.0000,0.7265,2929968.4167,0.8124,0.0019,7130.1899,89.5000,0.1948,22.4167,3.7500,4.0833,0.0566,0.2426,1846.5000,0.3588,0.2106,0.1154,0.0482,0.9288,80970,216012,2.6678,left-to-right,kywiki,wikipedia,ky,Kyrgyz,ky.wikipedia.org,Kyrgyz Wikipedia
103,630324.5000,0.6796,1364315.9167,0.6365,0.0000,9490.4567,66.4167,0.1525,22.4167,3.1667,1.4167,0.0000,0.0116,2148.5000,0.0340,0.0080,0.0917,0.0301,0.9455,15722,308141,19.5994,left-to-right,ruwikiquote,wikiquote,ru,Russian,ru.wikiquote.org,Russian Wikiquote
104,450838.6667,0.1645,1064196.9167,0.1725,0.0120,3103.8807,145.2500,0.1412,31.2500,3.5000,3.4167,0.1163,0.2891,4597.7500,0.0546,0.0584,0.0555,0.0170,0.9570,137453,1596688,11.6162,left-to-right,lawiki,wikipedia,la,Latin,la.wikipedia.org,Latin Wikipedia
105,500795.8333,0.7691,1622463.5000,0.7868,0.0045,6963.5574,71.9167,0.4330,27.0833,6.5833,13.3333,0.0186,0.1606,1392.3333,0.4358,0.2076,0.1515,0.1442,0.8639,9877,152610,15.4510,left-to-right,kmwiki,wikipedia,km,Khmer,km.wikipedia.org,Khmer Wikipedia
106,271115.7500,0.4362,1021164.8333,0.2618,0.0000,2512.2695,107.9167,0.0388,48.2500,5.6667,1.6667,0.1000,0.5604,8954.0833,0.0275,0.0000,0.0153,0.0068,0.9442,530179,2118221,3.9953,left-to-right,dewikisource,wikisource,de,German,de.wikisource.org,German Wikisource
107,543982.7500,0.6251,1677601.3333,0.5182,0.0000,6729.6835,80.8333,0.1692,23.9167,4.6667,2.0833,0.0116,0.8186,17276.3333,0.0046,0.0012,0.0076,0.0049,0.9882,1495056,592176,0.3961,left-to-right,ruwikinews,wikinews,ru,Russian,ru.wikinews.org,Russian Wikinews
108,1405277.0833,0.9009,4997602.5000,0.9135,0.0000,31228.3796,45.0000,0.3170,9.2500,4.9167,1.1667,0.0328,0.1517,2188.0833,0.0316,0.0104,0.2045,0.0185,0.9501,82526,117603,1.4250,right-to-left,arwikisource,wikisource,ar,Arabic,ar.wikisource.org,Arabic Wikisource
109,430520.0000,0.6597,2408414.0000,0.5103,0.0000,5006.0465,86.0000,0.1201,29.0000,5.1667,1.5000,0.1236,0.9632,4148.8333,0.0465,0.0176,0.0400,0.0246,0.9394,236468,507534,2.1463,right-to-left,hewikisource,wikisource,he,Hebrew,he.wikisource.org,Hebrew Wikisource
110,917499.0000,0.6596,1886203.2500,0.6479,0.0000,17729.4493,51.7500,0.2316,13.5000,5.2500,1.2500,0.0079,0.0019,3781.0833,0.1020,0.0081,0.0690,0.0526,0.9711,248164,320615,1.2919,left-to-right,viwiktionary,wiktionary,vi,Vietnamese,vi.wiktionary.org,Vietnamese Wiktionary
111,415483.9167,0.8065,2014680.4167,0.7325,0.0672,2878.6415,144.3333,0.4832,29.7500,3.6667,5.4167,0.0359,0.3269,2551.6667,0.3448,0.1739,0.2230,0.0769,0.9228,105321,343466,3.2611,left-to-right,mywiki,wikipedia,my,Burmese,my.wikipedia.org,Burmese Wikipedia
112,686683.5000,0.5862,1953295.3333,0.6500,0.0000,12029.4920,57.0833,0.2742,15.7500,5.5000,2.5000,0.0440,0.0284,3252.3333,0.1258,0.0102,0.0692,0.0506,0.9576,272269,862948,3.1695,left-to-right,ptwiktionary,wiktionary,pt,Portuguese,pt.wiktionary.org,Portuguese Wiktionary
113,509299.1667,0.5505,1476145.2500,0.5092,0.0000,8453.0982,60.2500,0.1354,20.5000,4.0833,0.5833,0.0385,0.5886,7855.5833,0.0110,0.0005,0.0611,0.0098,0.9666,865396,1452196,1.6781,left-to-right,svwiktionary,wiktionary,sv,Swedish,sv.wiktionary.org,Swedish Wiktionary
114,367999.2500,0.2101,859189.6667,0.2033,0.0064,3014.3283,122.0833,0.1429,27.3333,2.7500,2.5833,0.1935,0.1847,4960.1667,0.0397,0.0621,0.0440,0.0181,0.9638,81167,783636,9.6546,left-to-right,be_x_oldwiki,wikipedia,be-x-old,Belarusian (Taraškievica orthography),be-tarask.wikipedia.org,Belarusian (Taraškievica) Wikipedia
115,1066175.8333,0.8518,2659710.6667,0.8761,0.0000,21983.0069,48.5000,0.4935,9.4167,5.4167,0.9167,0.0061,0.5131,1395.3333,0.2708,0.0168,0.1208,0.1199,0.9395,155159,224421,1.4464,left-to-right,idwiktionary,wiktionary,id,Indonesian,id.wiktionary.org,Indonesian Wiktionary
116,333921.2500,0.1854,819406.0833,0.1588,0.0041,2972.5927,112.3333,0.1252,29.7500,5.6667,2.5833,0.0968,0.8595,7030.5000,0.0301,0.0394,0.0454,0.0091,0.9757,278282,837167,3.0083,left-to-right,cywiki,wikipedia,cy,Welsh,cy.wikipedia.org,Welsh Wikipedia
117,252396.2500,0.6273,964398.3333,0.4596,0.0000,4308.3286,58.5833,0.0335,39.0833,6.4167,1.0000,0.1304,0.3318,17699.9167,0.0034,0.0001,0.0030,0.0055,0.9197,1060331,2324808,2.1925,left-to-right,plwikisource,wikisource,pl,Polish,pl.wikisource.org,Polish Wikisource
118,218798.1667,0.5161,569876.7500,0.5653,0.0032,1872.7375,116.8333,0.3338,43.4167,7.5833,7.0833,0.0851,0.1301,5751.5000,0.2054,0.4267,0.0166,0.0174,0.9477,20673,157051,7.5969,left-to-right,hawiki,wikipedia,ha,Hausa,ha.wikipedia.org,Hausa Wikipedia
119,489886.3333,0.2882,842551.7500,0.3918,0.0000,10188.2773,48.0833,0.0813,18.4167,5.0000,2.6667,0.3736,0.0338,505.1667,0.0899,0.0254,0.1838,0.1338,0.7422,9325,281246,30.1604,left-to-right,eswikibooks,wikibooks,es,Spanish,es.wikibooks.org,Spanish Wikibooks
120,630638.7500,0.5852,1832013.1667,0.5661,0.0000,12740.1768,49.5000,0.1796,14.0833,3.7500,0.6667,0.0182,0.4446,4130.8333,0.0326,0.0016,0.4351,0.0315,0.9704,427957,1366399,3.1928,left-to-right,fiwiktionary,wiktionary,fi,Finnish,fi.wiktionary.org,Finnish Wiktionary
121,297602.0000,0.8909,1235723.0000,0.8415,0.0082,3023.8984,98.4167,0.4924,29.7500,4.0833,3.2500,0.0464,0.1216,2288.2500,0.2714,0.0820,0.0560,0.0474,0.9196,11006,186392,16.9355,left-to-right,aswiki,wikipedia,as,Assamese,as.wikipedia.org,Assamese Wikipedia
122,432120.3333,0.6924,1910157.3333,0.6773,0.0081,4405.6449,98.0833,0.2062,20.3333,4.7500,3.9167,0.0456,0.0381,3075.3333,0.1364,0.2046,0.2632,0.0591,0.9569,21876,321918,14.7156,left-to-right,mnwiki,wikipedia,mn,Mongolian,mn.wikipedia.org,Mongolian Wikipedia
123,534877.3333,0.6797,1959124.3333,0.7520,0.0097,7155.5496,74.7500,0.3729,16.1667,4.1667,3.0000,0.0406,0.0185,2635.3333,0.2071,0.2620,0.1721,0.0485,0.9566,18384,316810,17.2329,left-to-right,siwiki,wikipedia,si,Sinhala,si.wikipedia.org,Sinhala Wikipedia
124,411063.5833,0.6741,1282216.5000,0.6697,0.0000,8153.3273,50.4167,0.1018,19.1667,5.3333,3.2500,0.2078,0.4278,3515.4167,0.0154,0.0044,0.0254,0.0279,0.9416,120378,716115,5.9489,left-to-right,eswikisource,wikisource,es,Spanish,es.wikisource.org,Spanish Wikisource
125,187606.8333,0.8956,756259.5000,0.7888,0.0000,2405.2158,78.0000,0.2637,41.2500,4.0000,14.7500,0.0331,0.0449,5806.7500,0.0552,0.0007,0.0083,0.0088,0.9388,20895,515848,24.6876,left-to-right,tawikisource,wikisource,ta,Tamil,ta.wikisource.org,Tamil Wikisource
126,251316.2500,0.4630,631302.4167,0.4273,0.0000,3164.5278,79.4167,0.1111,29.3333,3.9167,4.8333,0.4112,0.1172,2213.0000,0.0180,0.2925,0.0550,0.0261,0.8982,16215,417458,25.7452,left-to-right,frwikiversity,wikiversity,fr,French,fr.wikiversity.org,French Wikiversity
127,1321287.0833,0.0192,3190906.9167,0.0898,0.0000,31028.2681,42.5833,0.0677,5.3333,5.3333,1.1667,0.0000,0.3280,1165.2500,0.0099,0.0049,0.0001,0.0108,0.9114,421,49870,118.4561,left-to-right,foundationwiki,foundation,en,English,foundation.wikimedia.org,Wikimedia Foundation Governance
128,421234.1667,0.1947,638593.9167,0.2991,0.0000,8685.2405,48.5000,0.1286,16.6667,4.4167,1.5000,0.0816,0.1023,976.4167,0.0856,0.0259,0.1518,0.0331,0.9019,16191,238368,14.7223,left-to-right,itwikibooks,wikibooks,it,Italian,it.wikibooks.org,Italian Wikibooks
129,316202.6667,0.6661,886656.5833,0.5115,0.0000,3998.3477,79.0833,0.1006,22.1667,4.0000,2.5000,0.0128,0.0006,3480.8333,0.4586,0.0042,0.0268,0.0218,0.9471,58300,491335,8.4277,left-to-right,sourceswiki,sources,en,English,wikisource.org,Multilingual Wikisource
130,293942.4167,0.0890,651352.8333,0.0935,0.0016,3537.9228,83.0833,0.1075,23.5833,2.8333,1.5000,0.1875,0.0320,4743.0000,0.0334,0.0338,0.1035,0.0248,0.9685,88304,753463,8.5326,left-to-right,ocwiki,wikipedia,oc,Occitan,oc.wikipedia.org,Occitan Wikipedia
131,522193.1667,0.1776,934806.3333,0.2555,0.0000,12311.0373,42.4167,0.0725,13.2500,2.1667,0.9167,0.0244,0.0062,1577.1667,0.0096,0.0324,0.0437,0.0238,0.9467,18748,451076,24.0600,left-to-right,frwikibooks,wikibooks,fr,French,fr.wikibooks.org,French Wikibooks
132,518742.5833,0.9077,1731163.6667,0.8757,0.0118,6120.8564,84.7500,0.5329,13.0000,3.5833,3.7500,0.0159,0.2001,1833.6667,0.1930,0.1300,0.1455,0.1234,0.9393,30071,254855,8.4751,left-to-right,guwiki,wikipedia,gu,Gujarati,gu.wikipedia.org,Gujarati Wikipedia
133,197181.6667,0.6764,529248.9167,0.5682,0.0000,2691.8999,73.2500,0.0875,32.1667,2.3333,2.3333,0.0222,0.0665,5795.8333,0.0162,0.0008,0.0620,0.0157,0.9521,6541,417848,63.8814,left-to-right,ruwikivoyage,wikivoyage,ru,Russian,ru.wikivoyage.org,Russian Wikivoyage
134,285212.9167,0.6002,738427.8333,0.5570,0.0000,3680.1667,77.5000,0.0805,22.0000,2.5833,6.8333,0.0276,0.0011,1064.4167,0.0900,0.0060,0.1651,0.0623,0.8781,24771,434263,17.5311,left-to-right,plwikiquote,wikiquote,pl,Polish,pl.wikiquote.org,Polish Wikiquote
135,398010.5833,0.2592,788985.0833,0.2407,0.0032,4714.8342,84.4167,0.1682,15.2500,4.0833,1.6667,0.0000,0.2696,897.9167,0.1802,0.1614,0.3136,0.1446,0.8913,39692,326295,8.2207,left-to-right,scowiki,wikipedia,sco,Scots,sco.wikipedia.org,Scots Wikipedia
136,511184.5833,0.7184,1545078.5833,0.7885,0.0000,10292.3070,49.6667,0.2485,11.8333,3.9167,1.6667,0.0312,0.5578,8133.4167,0.0550,0.0021,0.4118,0.0124,0.9809,354226,2254943,6.3658,left-to-right,trwiktionary,wiktionary,tr,Turkish,tr.wiktionary.org,Turkish Wiktionary
137,357969.2500,0.0981,681531.1667,0.1034,0.0010,4664.0945,76.7500,0.1002,16.8333,4.4167,1.3333,0.0000,0.0070,3823.7500,0.0143,0.0165,0.0289,0.0335,0.9679,432262,219222,0.5072,left-to-right,zh_min_nanwiki,wikipedia,zh-min-nan,Chinese (Min Nan),zh-min-nan.wikipedia.org,Min Nan Wikipedia
138,227893.5000,0.6461,755466.5833,0.6618,0.0100,2131.5058,106.9167,0.3174,25.7500,3.7500,2.7500,0.1867,0.2104,2636.9167,0.1894,0.2015,0.0505,0.0158,0.9368,40101,330414,8.2395,left-to-right,pawiki,wikipedia,pa,Punjabi,pa.wikipedia.org,Punjabi Wikipedia
139,262756.6667,0.1211,610543.9167,0.1137,0.0032,3137.3930,83.7500,0.1032,21.7500,4.5833,1.8333,0.2055,0.4833,4385.4167,0.0876,0.1173,0.0634,0.0142,0.9662,58187,482344,8.2895,left-to-right,gawiki,wikipedia,ga,Irish,ga.wikipedia.org,Irish Wikipedia
140,277792.8333,0.5967,869125.0833,0.6053,0.0091,3156.7367,88.0000,0.3900,20.5000,4.5000,3.4167,0.0479,0.1275,3022.0833,0.1649,0.1033,0.1549,0.0254,0.9534,31152,427104,13.7103,left-to-right,newiki,wikipedia,ne,Nepali,ne.wikipedia.org,Nepali Wikipedia
141,565621.0000,0.3434,922905.8333,0.5257,0.0000,13493.9404,41.9167,0.2099,10.0000,4.5833,3.8333,0.0000,0.0110,376.3333,0.2318,0.2301,0.1577,0.0465,0.7941,4879,55382,11.3511,left-to-right,idwikibooks,wikibooks,id,Indonesian,id.wikibooks.org,Indonesian Wikibooks
142,281318.8333,0.1576,667442.5000,0.1332,0.0025,3665.3920,76.7500,0.1000,19.9167,4.2500,1.1667,0.1000,0.0820,7515.0833,0.0070,0.0164,0.1237,0.0116,0.9754,77705,840958,10.8224,left-to-right,brwiki,wikipedia,br,Breton,br.wikipedia.org,Breton Wikipedia
143,159957.0833,0.5437,1116238.7500,0.7938,0.0002,2178.7571,73.4167,0.0980,33.6667,3.2500,9.3333,0.1622,0.0029,2737.5833,0.1682,0.1488,0.0176,0.0089,0.8795,13485,52402,3.8859,left-to-right,igwiki,wikipedia,ig,Igbo,ig.wikipedia.org,Igbo Wikipedia
144,256136.0000,0.2819,521962.5000,0.2776,0.0028,2686.7413,95.3333,0.2200,20.6667,3.3333,4.7500,0.0256,0.0291,3454.6667,0.1161,0.0698,0.0659,0.0219,0.9579,72355,457398,6.3216,left-to-right,jvwiki,wikipedia,jv,Javanese,jv.wikipedia.org,Javanese Wikipedia
145,359374.7500,0.2207,776920.5833,0.1936,0.0054,5133.9250,70.0000,0.1312,14.4167,3.1667,0.9167,0.0000,0.0118,2121.2500,0.0329,0.0935,0.0375,0.0325,0.9557,29614,511475,17.2714,left-to-right,alswiki,wikipedia,als,Alsatian,als.wikipedia.org,Alemannisch Wikipedia
146,192304.8333,0.2085,506801.7500,0.2655,0.0083,2105.5274,91.3333,0.3115,25.1667,5.3333,4.5833,0.0308,0.2632,5620.4167,0.5833,0.3150,0.0392,0.0405,0.9691,58739,439857,7.4883,left-to-right,kuwiki,wikipedia,ku,Kurdish,ku.wikipedia.org,Kurdish Wikipedia
147,431966.1667,0.1563,654252.6667,0.2113,0.0009,11244.2386,38.4167,0.1515,10.9167,3.0833,0.6667,0.0000,0.0071,1525.6667,0.2029,0.1315,0.0232,0.0117,0.9526,13213,95953,7.2620,left-to-right,bclwiki,wikipedia,bcl,Central Bikol,bcl.wikipedia.org,Bikol Central Wikipedia
148,268220.5833,0.1444,570983.8333,0.1480,0.0052,4131.7677,64.9167,0.0851,16.8333,2.5833,1.4167,0.0476,0.0873,3097.6667,0.0176,0.0856,0.0933,0.0136,0.9655,61466,846827,13.7772,left-to-right,lbwiki,wikipedia,lb,Luxembourgish,lb.wikipedia.org,Luxembourgish Wikipedia
149,218748.0000,0.7924,460280.5833,0.7546,0.0000,4834.2099,45.2500,0.1068,20.3333,6.7500,2.1667,0.0094,0.0004,1398.1667,0.0309,0.0041,0.0207,0.0162,0.8963,6047,78863,13.0417,left-to-right,idwikisource,wikisource,id,Indonesian,id.wikisource.org,Indonesian Wikisource
150,209252.7500,0.3239,375122.6667,0.3274,0.0008,3804.5955,55.0000,0.1464,20.8333,3.5833,4.2500,0.0476,0.9675,1149.0833,0.3322,0.3395,0.2614,0.0239,0.8905,226372,426679,1.8849,left-to-right,minwiki,wikipedia,min,Minangkabau,min.wikipedia.org,Minangkabau Wikipedia
151,279344.0833,0.1206,607294.2500,0.1213,0.0020,4481.4559,62.3333,0.0860,15.2500,3.4167,1.7500,0.0833,0.0141,3751.1667,0.0079,0.0114,0.0162,0.0237,0.9687,50578,551394,10.9019,left-to-right,fywiki,wikipedia,fy,Western Frisian,fy.wikipedia.org,Western Frisian Wikipedia
152,408598.5833,0.8521,1083147.0833,0.8370,0.0000,8617.1933,47.4167,0.1318,10.1667,6.8333,0.7500,0.0094,0.6193,1666.8333,0.0775,0.0213,0.0467,0.0217,0.9480,406323,409085,1.0068,left-to-right,tawiktionary,wiktionary,ta,Tamil,ta.wiktionary.org,Tamil Wiktionary
153,194559.3333,0.2278,526228.6667,0.1920,0.0034,2244.9154,86.6667,0.0991,21.3333,4.4167,2.3333,0.0816,0.8617,3458.5000,0.0336,0.0697,0.0369,0.0226,0.9578,481114,453063,0.9417,left-to-right,ttwiki,wikipedia,tt,Tatar,tt.wikipedia.org,Tatar Wikipedia
154,320388.0833,0.6979,864711.9167,0.5993,0.0000,6816.7677,47.0000,0.2428,12.9167,3.6667,0.5833,0.0000,0.0000,1865.6667,0.0578,0.0708,0.3356,0.1233,0.9484,23379,303269,12.9719,right-to-left,hewiktionary,wiktionary,he,Hebrew,he.wiktionary.org,Hebrew Wiktionary
155,244438.5000,0.5005,741718.6667,0.5209,0.0065,3068.2657,79.6667,0.1880,16.8333,3.8333,2.7500,0.0847,0.0968,3453.4167,0.1669,0.1416,0.0508,0.0236,0.9619,109189,501316,4.5913,left-to-right,tgwiki,wikipedia,tg,Tajik,tg.wikipedia.org,Tajik Wikipedia
156,388093.0000,0.0987,722673.9167,0.1189,0.0009,5835.9850,66.5000,0.0972,10.5833,4.0000,0.6667,0.0227,0.5735,459.3333,0.0679,0.0472,0.3598,0.1379,0.8547,1266064,349308,0.2759,left-to-right,warwiki,wikipedia,war,Waray,war.wikipedia.org,Waray Wikipedia
157,152946.1667,0.3469,722476.5833,0.2947,0.0000,802.1652,190.6667,0.2118,26.3333,5.0833,10.7500,0.0028,0.0169,3842.5000,0.0530,0.0072,0.0593,0.0435,0.9299,21790,705770,32.3896,left-to-right,enwikinews,wikinews,en,English,en.wikinews.org,English Wikinews
158,453476.0000,0.7163,1226418.5833,0.7292,0.0000,14550.0321,31.1667,0.2652,8.5000,2.5000,0.6667,0.0294,0.3591,4460.8333,0.0383,0.0032,0.0169,0.0241,0.9758,217868,385880,1.7712,left-to-right,thwiktionary,wiktionary,th,Thai,th.wiktionary.org,Thai Wiktionary
159,493520.6667,0.4481,1210706.1667,0.4411,0.0000,20707.1608,23.8333,0.2346,7.1667,1.5833,1.0833,0.0000,0.0042,613.2500,0.2922,0.0128,0.1583,0.0538,0.9129,298253,858890,2.8797,left-to-right,kowiktionary,wiktionary,ko,Korean,ko.wiktionary.org,Korean Wiktionary
160,174941.8333,0.0938,322829.0000,0.1261,0.0014,2829.2480,61.8333,0.1574,20.0000,4.0000,2.3333,0.2121,0.0480,1268.1667,0.2819,0.3815,0.0458,0.0232,0.9131,31998,133499,4.1721,left-to-right,yowiki,wikipedia,yo,Yoruba,yo.wikipedia.org,Yoruba Wikipedia
161,426067.5000,0.0906,550767.5833,0.1545,0.0000,16818.4539,25.3333,0.0584,8.1667,2.5000,0.8333,0.0256,0.0005,1155.2500,0.0128,0.0032,0.0488,0.0336,0.9428,8797,216304,24.5884,left-to-right,nlwikibooks,wikibooks,nl,Dutch,nl.wikibooks.org,Dutch Wikibooks
162,281171.4167,0.3583,688389.5833,0.2805,0.0041,4074.9481,69.0000,0.1416,12.1667,2.1667,1.0833,0.0833,0.3887,4480.8333,0.0174,0.0563,0.0664,0.0180,0.9777,43512,478404,10.9948,left-to-right,anwiki,wikipedia,an,Aragonese,an.wikipedia.org,Aragonese Wikipedia
163,239523.0000,0.2018,441287.8333,0.2498,0.0011,4879.9253,49.0833,0.2247,13.3333,3.4167,3.4167,0.0233,0.2685,664.4167,0.2156,0.1524,0.2541,0.0586,0.8758,61381,159040,2.5910,left-to-right,suwiki,wikipedia,su,Sundanese,su.wikipedia.org,Sundanese Wikipedia
164,145336.0833,0.4880,449590.7500,0.2944,0.0050,1351.9636,107.5000,0.1579,21.6667,2.5833,1.7500,0.1481,0.2019,1902.3333,0.1013,0.1271,0.0409,0.0386,0.9307,242833,263413,1.0847,right-to-left,azbwiki,wikipedia,azb,South Azerbaijani,azb.wikipedia.org,South Azerbaijani Wikipedia
165,194592.5833,0.5169,421276.1667,0.5156,0.0000,3527.3580,55.1667,0.1078,16.0833,2.5000,2.2500,0.0494,0.0117,2972.4167,0.1560,0.0366,0.0958,0.1154,0.9551,11089,415541,37.4733,left-to-right,itwikivoyage,wikivoyage,it,Italian,it.wikivoyage.org,Italian Wikivoyage
166,92408.2500,0.8152,284869.0000,0.6825,0.0000,960.9177,96.1667,0.2684,33.4167,4.0000,5.0000,0.2000,0.0108,2335.0833,0.3685,0.1198,0.3246,0.0601,0.9184,5955,119560,20.0772,left-to-right,zhwikiversity,wikiversity,zh,Chinese,zh.wikiversity.org,Chinese Wikiversity
167,152107.2500,0.7479,569440.5000,0.5351,0.0000,4408.9058,34.5000,0.0563,19.5000,2.4167,1.5000,0.1667,0.1260,9508.5000,0.0008,0.0001,0.0004,0.0038,0.9640,141878,372247,2.6237,left-to-right,ukwikisource,wikisource,uk,Ukrainian,uk.wikisource.org,Ukrainian Wikisource
168,304768.7500,0.0938,533883.8333,0.1128,0.0020,7087.6453,43.0000,0.1301,9.6667,1.6667,0.5000,0.0000,0.7384,1367.8333,0.2336,0.0922,0.0423,0.0205,0.9594,56765,233042,4.1054,left-to-right,lmowiki,wikipedia,lmo,Lombard,lmo.wikipedia.org,Lombard Wikipedia
169,206848.9167,0.6211,570619.1667,0.5997,0.0046,2962.0370,69.8333,0.4496,13.9167,4.8333,3.3333,0.0563,0.0564,1372.6667,0.4495,0.1547,0.5002,0.0517,0.9298,9014,133656,14.8276,left-to-right,sowiki,wikipedia,so,Somali,so.wikipedia.org,Somali Wikipedia
170,287653.3333,0.3878,648854.0833,0.4006,0.0000,9405.5586,30.5833,0.1000,9.8333,2.2500,1.1667,0.0882,0.0020,783.0000,0.0614,0.0080,0.2627,0.0368,0.9012,3182,159581,50.1512,left-to-right,ruwikibooks,wikibooks,ru,Russian,ru.wikibooks.org,Russian Wikibooks
